SRNo P0                 error_P0  rndm1    P1             error_P1  rndm2
1086  0.154027427712          10  kbm+03     5.9204E-14         8  kbm+03 
1087  1.16574138660           20  kbm+03     4.44E-15          13  kbm+03 
1088  0.8373653018             3  kel+09     5.834E-15         15  kel+09 
1089  0.69826060054           20  lfl+06     7.7E-17            3  lfl+06 
1090  0.77113024025            8  eklk13     0.59E-15           4  eklk13 

1091  0.5109                   0  bbb+12                       0  
1092  1.12194419355            7  kbm+03     2.5E-17           16  kbm+03 
1093  0.5680566269             3  ncb+15                       0  
1094  0.1178015507206          9  hfs+04     1.60526E-15       12  hfs+04 
1095  0.278137287280           6  kbm+03     5.15041E-14        9  kbm+03 

1096  0.7639335                3  lfl+06     4.8E-15            9  lfl+06 
1097  0.340502709437           6  kbm+03     2.650E-15          4  kbm+03 
1098  0.58755897769            4  kbm+03     1.5E-17           15  kbm+03 
1099  0.529115851204           8  bbb+12     5.7758E-15         4  jml+95 
1100  0.0031633158188015911    20  abb+18     2.81727E-21        6  abb+18 

1101  0.2064430480            18  gth+14     9.76E-13           5  gth+14 
1102  0.178352043293          13  kbm+03     8.061E-16         13  kbm+03 
1103  0.51740483467            2  jml+95     4.20266E-14        8  jml+95 
1104  0.73909894649            3  kbm+03     3.34E-16           5  kbm+03 
1105  1.091008429855          16  ebvb01     4.11E-17          15  ebvb01 

1106  0.0103775094520          6  kapw91                       0  
1107  0.003528072              5  and92                        0  
1108  0.003722                 1  hrs+07                       0  
1109  0.003118                 1  hrs+07                       0  
1110  0.002487                 1  hrs+07                       0  

1111  0.00462164152493627     20  rhc+16     1.84617E-20       11  rhc+16 
1112  0.237383081875          17  lfl+06     3.1833E-14        10  lfl+06 
1113  1.34789947290           11  kbm+03     8.283E-15         11  kbm+03 
1114  0.717508089981          16  kbm+03     2.9974E-14         3  kbm+03 
1115  0.1739106                2  kek+13                       0  

1116  0.455059775403          10  smd93      2.00902E-14        6  smd93 
1117  0.2509406                1  kek+13                       0  
1118  0.12596223249            4  eklk13     0.75E-15           2  eklk13 
1119  0.387689698034           7  hlk+04     1.780431E-15      17  hlk+04 
1120  0.410860719379           1  fcwa95     8.13E-17           2  fcwa95 

1121  0.00585                  0  rap+12                       0  
1122  0.8406799814             3  kbm+03     1.1E-16            8  kbm+03 
1123  0.23160332930            9  jml+95     1.12753E-13        4  jml+95 
1124  0.530075207410          20  lfl+06     2.099E-15         12  lfl+06 
1125  1.7856112396             6  nmc81      1.70E-15           3  nmc81 

1126  0.21231640921            5  bbb+12     0.129E-15          2  bbb+12 
1127  10.61065628             13  wkg+11     8.3E-13            3  wkg+11 
1128  1.599819                50  slr+14                       0  
1129  0.719454779443           2  dsb+98     3.53059E-15       10  dsb+98 
1130  0.62963153567            8  kbm+03     1.854E-15          8  kbm+03 

1131  0.164949668359           9  kbm+03     2.37456E-14       11  kbm+03 
1132  0.58376499689            5  bbb+12     0.429E-15          3  bbb+12 
1133  1.0152573918             5  lwf+04     0.5594E-15         2  lwf+04 
1134  0.262025692969           7  lfl+06     3.67E-17          14  lfl+06 
1135  0.770909760511          14  ncb+15     39.1E-18           4  ncb+15 

1136  0.87071155949            7  mlc+01     4.4E-17           19  mlc+01 
1137  0.55701875796           10  kbm+03     4.974E-14          5  kbm+03 
1138  0.29769219971            5  mlc+01     6.550E-15         16  mlc+01 
1139  0.61357070436            7  ebvb01     1.698E-15         16  ebvb01 
1140  0.0020210978            13  slr+14                       0  

1141  1.74955174610            4  hlk+04     3.2027E-15         4  hlk+04 
1142  0.308917678787           3  kbm+03     1.98E-17           4  kbm+03 
1143  0.309398365719           4  kbm+03     1.669E-17         19  kbm+03 
1144  0.38086979928            5  mlc+01     1.6061E-14        16  mlc+01 
1145  0.1271228933094         17  cwp+17     1.514467E-14       5  cwp+17 

1146  0.1563993674972         10  lfl+06     1.81873E-15       20  lfl+06 
1147  0.973393691872           5  hlk+04     3.03710E-15        5  hlk+04 
1148  0.84408066596            9  smd93      4.812E-15          5  smd93 
1149  0.51744320409           19  kbm+03     8.19E-15          11  kbm+03 
1150  0.63505597647           12  nmc81      1.812E-15          5  nmc81 

1151  0.8905339578             4  nmc81      2.070E-15         15  nmc81 
1152  1.75531107981           18  jbo+09     1.363E-15          8  jbo+09 
1153  0.305447058241           3  jbo+09     0.01758E-15       15  jbo+09 
1154  1.703739137858           5  hlk+04     3.15876E-15        4  hlk+04 
1155  0.91580349720            5  lwf+04     0.6537E-15         1  lwf+04 

1156  7.707183007              4  kkl+11     9.5E-15            2  kkl+11 
1157  0.0037851238             4  kek+13                       0  
1158  0.004129145284562        2  btb+15     1.117E-20          6  btb+15 
1159  0.305037318882           3  jml+95     2.7860E-15         2  jml+95 
1160  1.01937155664           16  lfl+06     4.4E-16            4  lfl+06 

1161  0.61255824122            5  mlc+01     4.81E-15           3  mlc+01 
1162  0.41927974137            9  kbm+03     1.5E-17            4  kbm+03 
1163  3.0595096022             5  kbm+03     3.45E-15          11  kbm+03 
1164  0.54535972               3  kkl+11                       0  
1165  0.791822441873          19  hlk+04     1.6759E-16        19  hlk+04 

1166  0.93916547876            3  lfl+06     7.35E-16           3  lfl+06 
1167  1.27394512577           12  kbm+03     1.3E-16            8  kbm+03 
1168  1.1015546927             7  kel+09     51.15E-15          3  kel+09 
1169  0.542935874228           9  ebvb01     3.66E-17           9  ebvb01 
1170  1.19343919921           14  eklk13     2.00E-15           6  eklk13 

1171  1.49785                  0  dsm+16                       0  
1172  0.730133707454          16  lfl+06     1.2752E-15        16  lfl+06 
1173  0.60960714201            4  kbm+03     8.205E-15          5  kbm+03 
1174  1.1664490044             5  kbm+03     4.279E-14          6  kbm+03 
1175  0.3693649               14  ncb+15                       0  

1176  0.416873770089          11  hfs+04     3.856E-15          7  hfs+04 
1177  0.0024392959097964       3  ckr+15     1.1154E-20         4  ckr+15 
1178  0.640958200232           5  hlk+04     6.1770E-16         4  hlk+04 
1179  0.47438143461            3  kbm+03     1.71E-16          10  kbm+03 
1180  0.353293033439          15  kbm+03     2.5E-17            3  kbm+03 

1181  1.358307010526          10  hlk+04     4.71283E-15       13  hlk+04 
1182  1.49409061528           16  lfl+06     4.324E-15         16  lfl+06 
1183  0.560503533065          16  hfs+04     5.0E-18           13  hfs+04 
1184  0.283791853785          11  lfl+06     9.9E-17            4  lfl+06 
1185  0.7555354095             3  bbb+12     0.04E-15           2  bbb+12 

1186  0.57836343922            4  kbm+03     1.078E-15          7  kbm+03 
1187  0.0052415662037958      29  lfrj12     -1.301E-19        15  lfrj12 
1188  0.0035938521270515      34  lfrj12     -3.483E-19        20  lfrj12 
1189  0.0076128487111379      68  lfrj12     -6.413E-20        10  lfrj12 
1190  0.0034177704450548      17  lfrj12     1.257E-19         24  lfrj12 

1191  0.0032337373331158      65  lfrj12     3.103E-19         27  lfrj12 
1192  0.0022947270806719      29  lfrj12     2.221E-19         18  lfrj12 
1193  0.2913414710251         12  ebvb01     5.596E-17         12  ebvb01 
1194  2.4546091591             2  jml+95     1.1143E-14         7  jml+95 
1195  0.322908566781           3  jml+95     5.193E-16          2  jml+95 

1196  0.80430423739           12  eklk13     0.11E-15           4  eklk13 
1197  0.390327976785          19  kbm+03     3.78E-16           5  kbm+03 
1198  0.182135802939           6  kbm+03     5.23448E-14        3  kbm+03 
1199  0.227564958458           7  hfs+04     1.14E-17           6  hfs+04 
1200  0.215507334229           9  kel+09     9.7852E-15        10  kel+09 

1201  0.24052386477            4  kbm+03     2.237763E-13      18  kbm+03 
1202  2.1235057036             6  kbm+03     3.3E-15            4  kbm+03 
1203  0.8043410792712         12  hlk+04     1.731000E-15      10  hlk+04 
1204  1.211785094647           3  hlk+04     6.59829E-16       18  hlk+04 
1205  6.443                    1  kkl+11                       0  

1206  1.74729348943           10  kbm+03     1.4300E-14        19  kbm+03 
1207  1.39640107763            5  dsb+98     5.0804E-15         6  dsb+98 
1208  0.3063230254             5  nmc81      9.1E-16            2  nmc81 
1209  0.23748                  2  kkl+15                       0  
1210  0.2989874273426         17  hlk+04     4.137877E-15      10  hlk+04 

1211  0.255426483601           7  ywml10     1.0762E-15         6  ywml10 
1212  0.8544816637             3  kbm+03     1.927E-14         10  kbm+03 
1213  0.318941483436          14  kbm+03     6.06031E-14       13  kbm+03 
1214  0.8610674067             3  kbm+03     3.471E-14          7  kbm+03 
1215  0.22256110261            2  bbb+12     0.0712E-15         5  bbb+12 

1216  0.2307                   0  bbb+12                       0  
1217  0.808546089              1  bbb+12     0.06E-15           4  bbb+12 
1218  0.58628740134           18  kbm+03     3.00E-15           6  kbm+03 
1219  0.6169790441             5  kbm+03     6.506E-15         12  kbm+03 
1220  1.476687                58  slr+14                       0  

1221  0.3619213249276         15  jbo+09     0.29213E-15        4  jbo+09 
1222  0.581016707860          18  wmz+01     1.925E-15          4  wmz+01 
1223  0.89059449625            3  kbm+03     5.696E-15          4  kbm+03 
1224  5.7637770030             4  kkl+11     11.65E-15          2  kkl+11 
1225  0.26647363743            3  kbm+03     1.5603E-15         6  kbm+03 

1226  0.692113246520          10  hlk+04     4.20320E-15       10  hlk+04 
1227  0.0045051589484591       7  nbb+14     1.1421E-20        11  nbb+14 
1228  0.587566793839          14  ncb+15     134.9E-18          5  ncb+15 
1229  1.2257819960             7  kbm+03     8.6E-15            5  kbm+03 
1230  11.0062624               7  dk14       1.960E-11         10  dk14 

1231  1.29783683782            7  hfs+04     2.612E-15          7  hfs+04 
1232  0.44962                  0  bcm+15                       0  
1233  1.1910239966             8  nmc81      1.88E-15           4  nmc81 
1234  0.65305397126            4  hlk+04     6.30985E-15       13  hlk+04 
1235  0.0046311962778409       2  lwf+04     0.00000363E-15     4  lwf+04 

1236  0.447857060325          11  kbm+03     2.2675E-15        13  kbm+03 
1237  0.58698616319           18  mlc+01     7.86E-15          11  mlc+01 
1238                          0                              0  
1239  1.735898235             10  kbm+03     8E-16              3  kbm+03 
1240  0.8652353343             7  bbb+12     7.37E-15           1  bbb+12 

1241  0.102459245929           8  wmp+00     9.298454E-14      13  wmp+00 
